시설명,카테고리1,카테고리2,위도,경도
굿레저,레저/체육/공원,대형레저시설,38.2079295,127.270729
굿마당,전시/공연,영화/연극/공연,35.22333206,126.835407
굿워크스튜디오,전시/공연,영화/연극/공연,37.31072452,127.081758
굿짐 2호점,레저/체육/공원,대형체육시설,37.08696106,126.909405
궁동예술극장,전시/공연,영화/연극/공연,35.15009066,126.918156
궁동예술두레마당,전시/공연,영화/연극/공연,35.15005154,126.917886
궁류봉황대공설운동장,레저/체육/공원,대형체육시설,35.43872725,128.243394
궁산땅굴역사전시관,전시/공연,전시/기념관,37.57266755,126.838366
궁술자료전시관,전시/공연,전시/기념관,37.71135357,126.79182
궁시전수교육관,전시/공연,전시/기념관,34.98778794,127.586504
궁예태봉국테마파크,문화관광/명소,관광지,38.30899503,127.230306
궁촌해수욕장,문화관광/명소,관광지,37.28357067,129.24744
궁터,문화관광/명소,관광지,37.68530345,127.96553
궁평리해수욕장,문화관광/명소,관광지,37.12665786,126.697952
궁평유원지,문화관광/명소,관광지,37.12915328,126.682919
궁항해변,문화관광/명소,관광지,34.4792882,126.047333
권백송정효각,문화관광/명소,관광지,36.5760673,128.76444
권선동생활체육시설(2022년12월예정),레저/체육/공원,대형체육시설,37.23833726,127.02237
권오준조소작가OJ미술관,전시/공연,전시/기념관,36.53889026,128.741901
권정생어린이문학관,전시/공연,전시/기념관,36.4612969,128.665128
권진규아틀리에,전시/공연,전시/기념관,37.59432869,127.021659
권태응문학관(2023년1월예정),전시/공연,전시/기념관,36.98775076,127.908711
귀곡유원지,문화관광/명소,관광지,37.68960756,127.465281
귀내낚시터,문화관광/명소,관광지,36.83774025,128.617441
귀사문석건강타운,문화관광/명소,관광지,36.36150983,126.724453
귀여리야구장,레저/체육/공원,대형체육시설,37.5077286,127.316638
귀족호도박물관,전시/공연,전시/기념관,34.67501722,126.919101
규남박물관,전시/공연,전시/기념관,35.1102057,127.080323
그늘유원지,문화관광/명소,관광지,37.91976179,127.493717
그라운드시소,전시/공연,전시/기념관,37.57784039,126.972916
그라운드시소,전시/공연,전시/기념관,37.5647299,126.98173
그라운드시소성수,전시/공연,전시/기념관,37.54676837,127.065279
그래미발명보물창고,전시/공연,전시/기념관,38.16066541,127.308489
그래집,전시/공연,전시/기념관,37.78609406,126.698613
그랜드유원지,문화관광/명소,관광지,37.71402632,126.953278
그랜드짐,레저/체육/공원,대형체육시설,36.42604035,127.392815
그랜드컨퍼런스룸,전시/공연,영화/연극/공연,37.51182391,127.059159
그랜드풋살,레저/체육/공원,대형체육시설,36.66723982,127.443917
그랜드하얏트서울그랜드볼룸,전시/공연,영화/연극/공연,37.53976298,126.996241
그랜드CC,레저/체육/공원,대형레저시설,36.72191602,127.38338
그레이스정원,문화관광/명소,관광지,34.97471269,128.169026
그레이스CC,레저/체육/공원,대형레저시설,35.6641828,128.647768
그루터기공방,전시/공연,전시/기념관,35.29504845,129.111327
그리스신화박물관,전시/공연,전시/기념관,33.34808613,126.357521
그린골프 아카데미 GDR,레저/체육/공원,대형체육시설,37.72970969,126.735513
그린골프랜드,레저/체육/공원,대형체육시설,35.61736472,128.444073
그린골프스쿨실내,레저/체육/공원,대형체육시설,37.62473958,126.835197
그린레포츠,레저/체육/공원,대형레저시설,38.21252692,128.600551
그린빈버찌라이브하우스,전시/공연,영화/연극/공연,36.32530728,127.424225
그린스쿨,문화관광/명소,관광지,37.05817248,127.546845
그린아트홀,전시/공연,영화/연극/공연,37.50904922,126.886987
그린앤테크지사GDR연습장,레저/체육/공원,대형체육시설,35.14866365,128.831181
그린이데아,전시/공연,전시/기념관,37.51132895,127.444651
그린잔디유원지,문화관광/명소,관광지,37.9029119,127.375154
그린피아골프,레저/체육/공원,대형체육시설,37.66252098,127.045534
그린필드GC,레저/체육/공원,대형레저시설,33.46387659,126.645439
그린힐골프,레저/체육/공원,대형체육시설,37.20787641,127.037393
그린힐CC,레저/체육/공원,대형레저시설,37.35952611,127.424709
그림같은수목원,문화관광/명소,관광지,36.51968825,126.627995
그림갤러리,전시/공연,전시/기념관,35.1828806,128.559774
그림책미술관,전시/공연,전시/기념관,35.90826937,127.067891
극단메카네,전시/공연,영화/연극/공연,37.28169876,127.018809
극단미소,전시/공연,영화/연극/공연,35.24295076,128.648588
극단벅수골전용소극장,전시/공연,영화/연극/공연,34.84516269,128.423944
극단소극장사람세상,전시/공연,영화/연극/공연,35.96919084,126.696545
극단숨,전시/공연,영화/연극/공연,37.64385462,126.779194
극단청년극장,전시/공연,영화/연극/공연,36.62772692,127.494479
극단한울림,전시/공연,영화/연극/공연,35.85620702,128.581948
극장봄,전시/공연,영화/연극/공연,37.58754787,127.007362
근대문화체험관 계산예가,전시/공연,영화/연극/공연,35.86793739,128.58785
근로자운동장,레저/체육/공원,대형체육시설,37.33691734,126.793104
근로자종합복지회관,전시/공연,영화/연극/공연,35.5461186,129.336457
근로청소년복지관운동장,레저/체육/공원,대형체육시설,37.46829909,126.868857
근린공원축구장,레저/체육/공원,대형체육시설,35.03745695,127.008006
근촌도요,전시/공연,전시/기념관,37.30540816,127.404846
근현대사기념관,전시/공연,전시/기념관,37.64344107,127.002831
근현대사미술관담다,전시/공연,전시/기념관,37.27718474,127.136665
근현대인쇄전시관,전시/공연,전시/기념관,36.64403783,127.473056
글램핑코리아,문화관광/명소,관광지,37.77384124,126.96138
글램핑코리아,문화관광/명소,관광지,37.45687994,127.510023
글램핑코리아,문화관광/명소,관광지,36.27556419,126.930556
글램핑코리아,문화관광/명소,관광지,36.89823267,126.209738
글램핑코리아,문화관광/명소,관광지,37.01095843,128.187384
글렌로스GC,레저/체육/공원,대형레저시설,37.29446649,127.185739
글로벌모바일비전,전시/공연,전시/기념관,37.66893348,126.745803
글로벌문화센터,전시/공연,영화/연극/공연,35.4830325,129.423981
글로벌비즈익시비션,전시/공연,전시/기념관,37.50662596,127.054608
글로벌에프앤씨,전시/공연,전시/기념관,37.50868065,127.056817
글로벌JEY아트홀,전시/공연,영화/연극/공연,37.31798862,126.832938
금갑해수욕장,문화관광/명소,관광지,34.37746291,126.29917
금강11공구축구장,레저/체육/공원,대형체육시설,36.39793931,127.412201
금강골,문화관광/명소,관광지,34.57991409,126.616123
금강공원,문화관광/명소,관광지,35.22225706,129.07348
금강놀이마당,전시/공연,영화/연극/공연,36.07689205,127.569549
금강둔치공원,레저/체육/공원,공원,36.47021499,127.127439
금강랜드,문화관광/명소,관광지,36.01612917,126.758044
금강로하스산호빛공원,레저/체육/공원,공원,36.45388285,127.421567
금강로하스타워1,전시/공연,전시/기념관,36.44890361,127.443593
금강로하스타워2,전시/공연,전시/기념관,36.45061228,127.440948
금강문,문화관광/명소,관광지,38.15563986,128.469418
금강문화관,전시/공연,전시/기념관,36.31714216,126.940586
금강미술관,전시/공연,전시/기념관,35.2065383,128.575806
금강산랜드,문화관광/명소,관광지,37.7915549,126.80016
금강산성,문화관광/명소,명승지,37.84881807,128.649973
금강센테리움CC,레저/체육/공원,대형레저시설,37.03289349,127.777783
금강소나무생태경영림,문화관광/명소,관광지,37.01977656,128.979263
금강소나무생태경영림,문화관광/명소,관광지,36.76401006,129.256311
금강소나무숲길1구간,문화관광/명소,관광지,37.01315071,129.239451
금강수목원,문화관광/명소,관광지,36.43597737,127.235711
금강식물원,문화관광/명소,관광지,35.22604813,129.077136
금강아트센터,전시/공연,전시/기념관,36.42896787,127.202119
금강유원지,문화관광/명소,관광지,37.91717904,127.564354
금강유원지,문화관광/명소,관광지,36.27872252,127.672551
금강자연미술센터,전시/공연,전시/기념관,36.47411051,127.101858
금강자연휴양림,문화관광/명소,관광지,36.43645124,127.229776
금강하구둑관광지,문화관광/명소,관광지,36.02027039,126.736199
금강하굿둑관광지사계절썰매장,레저/체육/공원,대형레저시설,36.01831159,126.734693
금강CC,레저/체육/공원,대형레저시설,37.24010225,127.594994
금경연화백예술기념관,전시/공연,전시/기념관,36.76766113,129.197482
금고미술관,전시/공연,전시/기념관,37.52863723,126.923399
금곡팜스테이,문화관광/명소,관광지,35.17041589,126.996703
금곡해수욕장,문화관광/명소,관광지,34.31658492,126.966254
금과골프장,레저/체육/공원,대형레저시설,35.35448738,127.083778
금구산성,문화관광/명소,명승지,35.76984151,127.023918
금구원야외조각미술관,전시/공연,전시/기념관,35.62063409,126.48884
금구조각공원금구원조각전시관,전시/공연,전시/기념관,35.62063409,126.48884
금난새뮤직센터,전시/공연,영화/연극/공연,35.17623464,129.115567
금남동야외공연장,전시/공연,영화/연극/공연,35.03146208,126.714855
금능석물원,문화관광/명소,관광지,33.38469165,126.226737
금능해수욕장,문화관광/명소,관광지,33.37131337,126.239662
금당유원지,문화관광/명소,관광지,36.07058371,127.299882
금대유원지,문화관광/명소,관광지,37.2711631,128.019604
금동계곡유원지,문화관광/명소,관광지,37.94065477,127.135877
금마관광단지,문화관광/명소,관광지,36.00153176,127.057071
금마도토성,문화관광/명소,명승지,35.99736675,127.050112
금보성아트센터,전시/공연,전시/기념관,37.61262055,126.978078
금봉,문화관광/명소,관광지,36.6124128,127.701206
금봉미술관,전시/공연,전시/기념관,35.17956429,126.940408
금봉연,문화관광/명소,관광지,37.17315381,128.468298
금봉자연휴양림,문화관광/명소,관광지,36.33601833,128.880789
금사락,전시/공연,영화/연극/공연,35.2259608,129.118326
금산공원,문화관광/명소,관광지,33.43396713,126.330526
금산두충나무유원지,문화관광/명소,관광지,36.0572546,127.434835
금산레저랜드,레저/체육/공원,대형레저시설,36.07854434,127.570344
금산리민요전수교육관,전시/공연,전시/기념관,37.80485371,126.698259
금산만악리수목원,문화관광/명소,관광지,36.15470579,127.437175
금산문화의집,전시/공연,영화/연극/공연,36.09789294,127.490966
금산민물,문화관광/명소,관광지,36.04971783,127.592592
금산사성보박물관,전시/공연,전시/기념관,35.72256681,127.054624
금산생태숲,문화관광/명소,관광지,36.05309167,127.38379
금산수목원,문화관광/명소,관광지,36.04785748,127.481579
금산역사문화박물관,전시/공연,영화/연극/공연,36.11410383,127.491853
금산이석구문학관,전시/공연,전시/기념관,36.14014354,127.362558
금산인삼약초건강관,전시/공연,전시/기념관,36.09957744,127.502155
금산인삼종합전시관,전시/공연,전시/기념관,36.10001508,127.50073
금산적벽강,문화관광/명소,관광지,36.04767558,127.5971
금산종합운동장,레저/체육/공원,대형체육시설,36.08064246,127.489791
금선대,문화관광/명소,관광지,35.48804191,126.889904
