시설명,카테고리1,카테고리2,위도,경도
광주통일관,전시/공연,전시/기념관,35.15063865,126.875898
광주패밀리랜드,문화관광/명소,관광지,35.22431388,126.894242
광주패밀리랜드사계절썰매장,레저/체육/공원,대형레저시설,35.22431388,126.894242
광주학생독립운동기념역사관,전시/공연,전시/기념관,35.15234606,126.907048
광주학생독립운동기념회관,전시/공연,전시/기념관,35.14058722,126.865021
광주학생독립운동역사관,전시/공연,전시/기념관,35.15234606,126.907048
광주호호수생태원,문화관광/명소,관광지,35.18394899,126.999142
광주ACEFAIR,전시/공연,전시/기념관,35.14677706,126.84048
광주CC,레저/체육/공원,대형레저시설,35.31015532,127.16993
광주FC축구전용구장,레저/체육/공원,대형체육시설,35.13364608,126.87483
광주FC홈구장,레저/체육/공원,대형체육시설,35.13364608,126.87483
광진교8번가,전시/공연,영화/연극/공연,37.54514626,127.112688
광진해수욕장,문화관광/명소,관광지,37.958463,128.763201
광치기해변,문화관광/명소,관광지,33.44931659,126.908269
광치자연휴양림,문화관광/명소,관광지,38.14199686,128.071075
광탄리유원지,문화관광/명소,관광지,37.51238823,127.636637
광태소극장,전시/공연,영화/연극/공연,37.46878628,126.93563
광화문광장,레저/체육/공원,공원,37.57162282,126.976788
광화문아트홀,전시/공연,영화/연극/공연,37.57420982,126.964661
괜찮은홀,전시/공연,영화/연극/공연,37.65156348,126.639434
괜찮은홀분당홀,전시/공연,영화/연극/공연,37.34908341,127.107467
괴산공설운동장,레저/체육/공원,대형체육시설,36.81232357,127.785765
괴산군환경문화전시관,전시/공연,전시/기념관,36.65503442,127.745485
괴산농업역사박물관,전시/공연,전시/기념관,36.80533588,127.824356
괴산문화예술회관,전시/공연,영화/연극/공연,36.80686946,127.793853
괴산문화원,전시/공연,영화/연극/공연,36.80686946,127.793853
괴산민물고기아쿠아리움(2023년예정),문화관광/명소,관광지,36.8079683,127.818056
괴산스포츠타운축구장,레저/체육/공원,대형체육시설,36.81864672,127.776167
괴산아트센터(2023년예정),전시/공연,영화/연극/공연,36.80634132,127.793355
괴산유기농엑스포기념관(2022년9월예정),전시/공연,전시/기념관,36.81512695,127.785245
괴산자연드림파크1단지,문화관광/명소,관광지,36.76924319,127.86216
괴산트리하우스가든,문화관광/명소,관광지,36.88830566,127.817519
괴산향토민속자료전시관,전시/공연,전시/기념관,36.80686946,127.793853
교동도망향대,문화관광/명소,관광지,37.81607703,126.240266
교동미술관,전시/공연,전시/기념관,35.815487,127.151135
교동아트미술관,전시/공연,전시/기념관,35.815487,127.151135
교동아트센터,전시/공연,전시/기념관,35.815487,127.151135
교동읍성,문화관광/명소,명승지,37.76958662,126.297744
교래자연휴양림,문화관광/명소,관광지,33.45136457,126.656711
교룡산국민관광지,문화관광/명소,관광지,35.4279769,127.364294
교룡산성,문화관광/명소,명승지,35.4263648,127.356229
교보아트스페이스,전시/공연,전시/기념관,37.57095784,126.977929
교사풍물패울림,전시/공연,영화/연극/공연,35.93783278,128.544943
교암해수욕장,문화관광/명소,관광지,38.28685728,128.557866
교육문화회관,전시/공연,영화/연극/공연,35.97119653,126.736525
교육문화회관,전시/공연,영화/연극/공연,36.83243555,127.144907
교육자료박물관,전시/공연,전시/기념관,36.62597974,127.482118
교차로문화센터,전시/공연,영화/연극/공연,35.5526427,129.268501
교하연다산구장,레저/체육/공원,대형체육시설,37.74614627,126.717668
구갈레스피아,문화관광/명소,관광지,37.26682449,127.131244
구갈자연생태공원,레저/체육/공원,공원,37.26682449,127.131244
구계등유원지,문화관광/명소,관광지,34.29847438,126.709933
구관,전시/공연,영화/연극/공연,37.58367334,127.003013
구니CC,레저/체육/공원,대형레저시설,36.25392778,128.54282
구덕민속예술관,전시/공연,전시/기념관,35.12393563,129.018483
구덕운동장축구장,레저/체육/공원,대형체육시설,35.11659638,129.01453
구덕종합운동장,레저/체육/공원,대형체육시설,35.11659638,129.01453
구드래조각공원,문화관광/명소,관광지,36.28718846,126.906814
구들장논,문화관광/명소,명승지,34.18104737,126.890749
구락생활문화센터,전시/공연,영화/연극/공연,35.17532688,129.11526
구레울체험마을,문화관광/명소,관광지,36.24828979,126.773039
구례공설운동장,레저/체육/공원,대형체육시설,35.2166161,127.466874
구례공설운동장보조축구장,레저/체육/공원,대형체육시설,35.2166161,127.466874
구례공설운동장운동장,레저/체육/공원,대형체육시설,35.21637576,127.465762
구례문화예술회관,전시/공연,영화/연극/공연,35.20706315,127.471314
구례백두대간생태교육장,문화관광/명소,관광지,35.24233895,127.486087
구례산수유자연휴양림,문화관광/명소,관광지,35.30090353,127.462699
구례정해미술관,전시/공연,전시/기념관,35.20932696,127.464316
구례판소리기념관,전시/공연,전시/기념관,35.21561721,127.457985
구례포해수욕장,문화관광/명소,관광지,36.85798409,126.206614
구례향제줄풍류전수교육관,전시/공연,전시/기념관,35.20840816,127.462755
구로아트밸리,전시/공연,영화/연극/공연,37.4965583,126.888975
구로안전체험교실,문화관광/명소,관광지,37.49422749,126.882548
구로청소년문화예술센터,전시/공연,영화/연극/공연,37.49485972,126.8911
구룡산산림욕장,문화관광/명소,관광지,36.5404596,127.627068
구룡소,문화관광/명소,관광지,36.05634834,129.528006
구룡소폭포,문화관광/명소,관광지,36.39965039,129.161952
구룡운동장,레저/체육/공원,대형체육시설,37.30822207,126.860503
구룡체력단련장,레저/체육/공원,대형레저시설,36.3188068,127.231253
구룡포과메기문화관,전시/공연,전시/기념관,35.9927403,129.561799
구룡포근대역사관,전시/공연,전시/기념관,35.99053886,129.561599
구룡포축구장,레저/체육/공원,대형체육시설,35.97677093,129.539479
구룡포해수욕장,문화관광/명소,관광지,35.99957404,129.551123
구름빵엔터테인먼트,전시/공연,전시/기념관,37.6614856,126.774458
구름산산림욕장,문화관광/명소,관광지,37.45366515,126.876138
구름아래소극장,전시/공연,영화/연극/공연,37.55411346,126.928599
구름위의산책농원,문화관광/명소,관광지,36.35998704,128.617398
구름포해수욕장,문화관광/명소,관광지,36.8176032,126.158668
구리동해수욕장,문화관광/명소,관광지,37.66737135,125.685707
구리리틀야구장,레저/체육/공원,대형체육시설,37.57181732,127.129118
구리시민운동장,레저/체육/공원,대형체육시설,37.56758235,127.119197
구리시민축구장,레저/체육/공원,대형체육시설,37.58818765,127.160008
구리시청소년수련관공연장,전시/공연,영화/연극/공연,37.60379483,127.1418
구리시행정복지센터공연장,전시/공연,영화/연극/공연,37.59152048,127.138668
구리아트홀,전시/공연,영화/연극/공연,37.59555001,127.129853
구리타워,문화관광/명소,관광지,37.5888746,127.16005
구리한강시민공원,레저/체육/공원,공원,37.57447848,127.132863
구리한강시민공원야구장,레저/체육/공원,대형체육시설,37.57181732,127.129118
구리한강시민공원운동장,레저/체육/공원,대형체육시설,37.57447848,127.132863
구림전통마을,문화관광/명소,관광지,34.75653038,126.629121
구림한옥체험관,문화관광/명소,관광지,34.75964707,126.630473
구립서초유스센터,전시/공연,영화/연극/공연,37.48550591,127.010358
구메농장,문화관광/명소,관광지,37.02767242,127.415086
구미과학관,전시/공연,전시/기념관,36.10229706,128.400515
구미동탄천야외무대,전시/공연,영화/연극/공연,37.34215965,127.121947
구미동해수욕장,문화관광/명소,관광지,34.77917618,127.856404
구미마이다스골프아카데미,레저/체육/공원,대형레저시설,36.08330081,128.469279
구미문화원해평분원,전시/공연,영화/연극/공연,36.19817138,128.391801
구미성리학역사관,전시/공연,전시/기념관,36.11467804,128.312497
구미숲,문화관광/명소,관광지,34.78762401,127.845042
구미스피드풋살클럽,레저/체육/공원,대형체육시설,36.15401742,128.316266
구미시립민속관,전시/공연,전시/기념관,36.12355207,128.330617
구미시문화예술회관,전시/공연,영화/연극/공연,36.11837776,128.348982
구미시민운동장,레저/체육/공원,대형체육시설,36.11144868,128.352429
구미시복합문화센터(2023년예정),전시/공연,영화/연극/공연,36.10275534,128.381402
구미아트문화센터,전시/공연,영화/연극/공연,36.11682032,128.350997
구미에코랜드,문화관광/명소,관광지,36.17731985,128.461175
구미에코랜드산림문화관,전시/공연,전시/기념관,36.17716588,128.462677
구미영상미디어센터(2022년12월예정),전시/공연,영화/연극/공연,36.12270045,128.328478
구미정유원지,문화관광/명소,관광지,37.47471057,128.828014
구미코,전시/공연,전시/기념관,36.14159669,128.442233
구미CC,레저/체육/공원,대형레저시설,36.16973019,128.486875
구병리아름마을팜스테이,문화관광/명소,관광지,36.48216683,127.870052
구봉사랑유치원자연학습관,문화관광/명소,관광지,36.17045655,127.180522
구봉산산림욕장,문화관광/명소,관광지,36.35211129,128.691163
구산마을전통음식계승홍보관,전시/공연,전시/기념관,35.07835306,127.244836
구산문화관,전시/공연,영화/연극/공연,35.8900356,129.161131
구산해수욕장,문화관광/명소,관광지,36.75923917,129.467268
구상문학관,전시/공연,전시/기념관,35.98381914,128.394586
구성동산성,문화관광/명소,명승지,36.37333657,127.371723
구세군아트홀,전시/공연,영화/연극/공연,37.56011237,126.962282
구세군역사박물관,전시/공연,전시/기념관,37.56799609,126.973957
구송정유원지,문화관광/명소,관광지,35.43089009,127.237169
구수곡휴양림,문화관광/명소,관광지,37.06212162,129.292928
구수한마을,문화관광/명소,관광지,35.40084135,126.498206
구시포해수욕장,문화관광/명소,관광지,35.44173173,126.446121
구암리녹색농촌체험관,문화관광/명소,관광지,36.37298166,127.054807
구영등성,문화관광/명소,명승지,35.02772858,128.697158
구영해수욕장,문화관광/명소,관광지,35.02496073,128.694266
구월예술어린이공원,레저/체육/공원,공원,37.44596018,126.696606
구월체육공원축구장,레저/체육/공원,대형체육시설,37.45891399,126.718332
구율포성,문화관광/명소,명승지,34.96921111,128.686787
구의야구공원,레저/체육/공원,대형체육시설,37.54721164,127.096818
구인사유물전시관,전시/공연,전시/기념관,37.04356419,128.485169
구재봉자연휴양림,문화관광/명소,관광지,35.12737233,127.747808
구절초꽃동산,문화관광/명소,관광지,36.15140169,127.493994
구절초테마공원,레저/체육/공원,공원,35.55315515,127.01803
구절터,문화관광/명소,관광지,37.945433,127.083978
구조라성,문화관광/명소,명승지,34.80221335,128.695054
구조라수변공원,레저/체육/공원,공원,34.80810373,128.698381
구조라해수욕장,문화관광/명소,관광지,34.81477374,128.683555
구조선식량영단군산출장소,문화관광/명소,명승지,35.99035571,126.709673
구좌읍조개잡이체험어장,문화관광/명소,관광지,33.55493768,126.713192
구천계곡군립공원,레저/체육/공원,공원,34.82135703,128.642838
구포동체육생활공원축구장,레저/체육/공원,대형체육시설,36.13347341,128.403414
구하우스,전시/공연,전시/기념관,37.60305157,127.351144
국가기록원부산기록관,전시/공연,전시/기념관,35.19080037,129.05368
국가무형문화재놀이마당,전시/공연,영화/연극/공연,35.46260178,128.525918
국가무형문화재부천전수관,전시/공연,전시/기념관,37.50929054,126.797545
국가무형문화재전수교육관,전시/공연,영화/연극/공연,37.51009307,127.044625
국군무기발전실,전시/공연,전시/기념관,37.53731405,126.978466
국궁장,문화관광/명소,관광지,34.832928,127.893951
국궁체험활,문화관광/명소,관광지,35.81685093,127.150661
국기원기념관,전시/공연,전시/기념관,37.50090193,127.029677
국당전시관,전시/공연,전시/기념관,37.30813299,127.685428
국립3.15기념관,전시/공연,전시/기념관,35.25266875,128.587535
국립5.18민주묘지,전시/공연,전시/기념관,35.23576619,126.939254
국립가리왕산자연휴양림,문화관광/명소,관광지,37.41164004,128.591843
국립검마산자연휴양림,문화관광/명소,관광지,36.74517599,129.234002
국립경주박물관,전시/공연,전시/기념관,35.82943009,129.228682
국립고궁박물관,전시/공연,전시/기념관,37.57659162,126.974975
국립공원산악박물관,전시/공연,전시/기념관,37.68732834,127.034761
국립공주박물관,전시/공연,전시/기념관,36.46552912,127.11218
국립과천과학관,전시/공연,전시/기념관,37.43963718,127.002295
국립광주박물관,전시/공연,전시/기념관,35.18965658,126.883951
국립국악원,전시/공연,영화/연극/공연,37.47771881,127.009818
국립국악원연희마당,전시/공연,영화/연극/공연,37.47771881,127.009818
국립국악원예악당,전시/공연,영화/연극/공연,37.4802402,127.014215
국립국악원우면당,전시/공연,영화/연극/공연,37.4802402,127.014215
국립국악원풍류사랑방,전시/공연,영화/연극/공연,37.47771881,127.009818
국립극단소극장판,전시/공연,영화/연극/공연,37.55314654,126.968279
국립극장,전시/공연,영화/연극/공연,37.55199491,126.999267
국립극장공연예술박물관,전시/공연,전시/기념관,37.55199491,126.999267
국립기상박물관,전시/공연,전시/기념관,37.570222,126.966204
국립김천치유의숲,문화관광/명소,관광지,35.85137028,128.002216
국립김해박물관,전시/공연,전시/기념관,35.24353009,128.872585
국립김해박물관어린이박물관,전시/공연,전시/기념관,35.24353009,128.872585
국립나주박물관,전시/공연,전시/기념관,34.91485383,126.658901
국립낙동강생물자원관,전시/공연,전시/기념관,36.44559196,128.255416
국립낙안민속자연휴양림,문화관광/명소,관광지,34.91226789,127.352388
국립남해편백자연휴양림,문화관광/명소,관광지,34.75216391,128.020132
국립농업박물관(2022년12월예정),전시/공연,전시/기념관,37.27615405,126.981309
국립달음산자연휴양림,문화관광/명소,관광지,35.30270542,129.185395
국립대관령치유의숲,문화관광/명소,관광지,37.70768859,128.798766
국립대구과학관,전시/공연,전시/기념관,35.68665514,128.465762
국립대구박물관,전시/공연,전시/기념관,35.84557453,128.638342
국립대야산자연휴양림,문화관광/명소,관광지,36.67090507,127.961979
국립대운산치유의숲,문화관광/명소,관광지,35.39015364,129.236172
국립대전숲체원,문화관광/명소,관광지,36.32433709,127.291211
국립대전현충원,전시/공연,전시/기념관,36.36944959,127.302604
국립대전현충원국가유공자묘역,전시/공연,전시/기념관,36.37570262,127.287736
국립대한민국임시정부기념관,전시/공연,전시/기념관,37.57599973,126.954417
국립덕유산자연휴양림,문화관광/명소,관광지,35.90581308,127.81421
국립두타산자연휴양림,문화관광/명소,관광지,37.55979579,128.576053
국립등대박물관,전시/공연,전시/기념관,36.07783791,129.568256
국립무형유산원,전시/공연,전시/기념관,35.80983823,127.158913
국립미천골자연휴양림,문화관광/명소,관광지,37.94273739,128.521544
국립민속박물관,전시/공연,전시/기념관,37.78666956,126.693918
국립민속박물관,전시/공연,전시/기념관,37.57590409,126.976842
국립밀양기상과학관,전시/공연,전시/기념관,35.50214408,128.760634
국립방태산자연휴양림,문화관광/명소,관광지,37.92224401,128.39968
국립백두대간수목원,문화관광/명소,관광지,37.0081251,128.829964
국립백운산자연휴양림,문화관광/명소,관광지,37.27106251,127.941454
국립변산자연휴양림,문화관광/명소,관광지,35.58287773,126.523729
국립변산자연휴양림숲속의집,문화관광/명소,관광지,35.58287773,126.523729
국립복주산자연휴양림,문화관광/명소,관광지,38.14375719,127.473252
국립부산과학관,전시/공연,전시/기념관,35.20442158,129.2126
국립부산국악원,전시/공연,영화/연극/공연,35.17145978,129.05413
국립부여박물관,전시/공연,전시/기념관,36.27564277,126.917893
국립산림과학원 산림과학관,전시/공연,전시/기념관,37.5940106,127.044831
국립산림과학원홍릉수목원,문화관광/명소,관광지,37.5940106,127.044831
국립산림치유원 마실치유숲길,문화관광/명소,관광지,36.85241106,128.471285
국립산림치유원 산림치유문화센터,문화관광/명소,관광지,36.85777368,128.472578
국립산악박물관,전시/공연,전시/기념관,38.2027321,128.540497
국립삼봉자연휴양림,문화관광/명소,관광지,37.85759285,128.463836
국립생태원,문화관광/명소,관광지,36.03697132,126.720112
국립세계문자박물관(2023년예정),전시/공연,전시/기념관,37.39462527,126.638108
국립세종수목원,문화관광/명소,관광지,36.49809616,127.285789
국립소방박물관(2024년1월예정),전시/공연,전시/기념관,37.46347051,126.847202
국립속리산말티재자연휴양림,문화관광/명소,관광지,36.49015676,127.78225
국립수목원산림박물관,전시/공연,전시/기념관,37.75624231,127.165665
국립수산과학원수산과학관,전시/공연,전시/기념관,35.19109529,129.222284
국립신시도자연휴양림,문화관광/명소,관광지,35.82813895,126.446765
국립아세안자연휴양림,문화관광/명소,관광지,37.77382329,126.942178
국립아시아문화전당홍보관,전시/공연,전시/기념관,35.1470573,126.920031
국립안전해양박물관(2024년1월예정),전시/공연,전시/기념관,37.46995053,126.596478
국립약용식물원,문화관광/명소,관광지,36.94537752,127.751
국립양평치유의숲,문화관광/명소,관광지,37.46118659,127.71813
국립어린이과학관,전시/공연,전시/기념관,37.58203191,126.997016
국립여성사전시관,전시/공연,전시/기념관,37.63581557,126.834035
국립여수해양기상과학관(2023년12월예정),전시/공연,전시/기념관,34.74735807,127.747311
국립예산치유의숲,문화관광/명소,관광지,36.70322867,126.859562
국립예술단공연연습장,전시/공연,영화/연극/공연,37.4802402,127.014215
국립용지봉자연휴양림,문화관광/명소,관광지,35.18573717,128.775949
국립용현자연휴양림,문화관광/명소,관광지,36.74349806,126.609582
국립운문산자연휴양림,문화관광/명소,관광지,35.64834675,129.026208
국립운장산자연휴양림,문화관광/명소,관광지,35.89924607,127.42111
국립원예특작과학원사과역사관,전시/공연,전시/기념관,36.2753247,128.463467
국립인천해양박물관(2024년1월예정),전시/공연,전시/기념관,37.47014308,126.600271
국립자연휴양림관리소,문화관광/명소,관광지,37.59293986,127.491057
국립장성숲체원,문화관광/명소,관광지,35.44405218,126.751405
국립전북기상과학관,전시/공연,전시/기념관,35.56380732,126.838225
국립전사박물관,전시/공연,전시/기념관,36.06055906,127.064786
국립전주박물관,전시/공연,전시/기념관,35.80103866,127.088374
국립정동극장,전시/공연,영화/연극/공연,35.8322527,129.288867
국립정동극장세실,전시/공연,영화/연극/공연,37.56672262,126.976533
국립제주박물관,전시/공연,전시/기념관,33.51379671,126.54791
국립제천치유의숲,문화관광/명소,관광지,37.01281117,128.244707
국립중앙과학관,전시/공연,전시/기념관,36.3771312,127.37499
국립중앙과학관어린이과학관,전시/공연,전시/기념관,36.3771312,127.37499
국립중앙박물관,전시/공연,전시/기념관,37.52470224,126.97774
국립중앙박물관국립한글박물관,전시/공연,전시/기념관,37.5210688,126.980486
국립중앙청소년수련원생활관,전시/공연,영화/연극/공연,36.78628693,127.228757
국립지리산자연휴양림,문화관광/명소,관광지,35.34644465,127.643004
국립진도자연휴양림,문화관광/명소,관광지,34.3575367,126.186439
국립진주박물관,전시/공연,전시/기념관,35.18901371,128.076844
국립천관산자연휴양림,문화관광/명소,관광지,34.54526659,126.899658
국립청도숲체원,문화관광/명소,관광지,35.64928044,129.028217
국립청옥산자연휴양림,문화관광/명소,관광지,37.03868994,128.995849
국립청주박물관,전시/공연,전시/기념관,36.64966894,127.512009
국립청태산자연휴양림,문화관광/명소,관광지,37.52907886,128.296864
국립체육박물관(2023년예정),전시/공연,전시/기념관,37.5203397,127.115518
국립춘천박물관,전시/공연,전시/기념관,37.86384113,127.752088
국립춘천숲체원,문화관광/명소,관광지,37.97855615,127.770746
국립칠곡숲체원,문화관광/명소,관광지,36.06387274,128.466016
국립칠보산자연휴양림,문화관광/명소,관광지,36.62364505,129.368177
국립태권도박물관,전시/공연,전시/기념관,36.00931149,127.778662
국립태안해양유물전시관,전시/공연,전시/기념관,36.67719658,126.151412
국립한국문학관(2024년예정),전시/공연,전시/기념관,37.63533679,126.934877
국립항공박물관,전시/공연,전시/기념관,37.55686977,126.808872
국립해양문화재연구소,전시/공연,전시/기념관,34.79250238,126.421301
국립해양박물관,전시/공연,전시/기념관,35.07856342,129.080245
국립해양생물자원관,전시/공연,전시/기념관,36.01724498,126.669821
국립현대미술관,전시/공연,전시/기념관,37.71373368,126.858773
국립현대미술관,전시/공연,전시/기념관,37.64074004,127.039389
국립현대미술관,전시/공연,전시/기념관,37.57862803,126.980088
국립현대미술관,전시/공연,전시/기념관,37.56608683,126.973726
국립현대미술관,전시/공연,전시/기념관,36.65619554,127.492382
국립현대미술관고양레지던시,전시/공연,전시/기념관,37.71373368,126.858773
국립현대미술관대전(2026년예정),전시/공연,전시/기념관,36.32670622,127.420924
국립현충원,전시/공연,전시/기념관,37.49988073,126.971027
국립호남권생물자원관,전시/공연,전시/기념관,34.76697923,126.366368
국립황정산자연휴양림,문화관광/명소,관광지,36.84003466,128.348946
국립회문산자연휴양림,문화관광/명소,관광지,35.50195867,127.114825
국립희리산해송자연휴양림,문화관광/명소,관광지,36.11262869,126.664147
국망봉자연휴양림,문화관광/명소,관광지,38.02891867,127.39627
국민대학교박물관,전시/공연,전시/기념관,37.61028784,126.998521
국민생활체육전국요트연합회,레저/체육/공원,대형레저시설,35.15979857,129.141957
국민청소년수련마을민물고기체험장,문화관광/명소,관광지,35.74013465,129.062238
국민체육센터축구장,레저/체육/공원,대형체육시설,37.44017538,126.629407
국민체육진흥공단,레저/체육/공원,대형레저시설,36.83326525,127.141416
국민해양안전관,전시/공연,전시/기념관,34.37075293,126.140192
국민힐링파크눈썰매장,레저/체육/공원,대형레저시설,35.74013465,129.062238
국세홍보관,전시/공연,전시/기념관,37.57414969,126.9799
국악기전시관,전시/공연,전시/기념관,37.5759125,126.989813
국악의성지,전시/공연,전시/기념관,35.4599972,127.569101
국악의전당,전시/공연,영화/연극/공연,36.30484384,126.899699
국악진흥회,전시/공연,영화/연극/공연,35.19188504,128.081045
국윤미술관,전시/공연,전시/기념관,35.13189236,126.936521
국제갤러리,전시/공연,전시/기념관,35.84726998,128.611375
국제갤러리,전시/공연,전시/기념관,37.58072067,126.980574
국제광림비전랜드운동장,레저/체육/공원,대형체육시설,37.678293,127.364877
국제광산업전시회,전시/공연,전시/기념관,35.14677706,126.84048
국제금형및관련기기전,전시/공연,전시/기념관,37.66893348,126.745803
국제기후환경산업전,전시/공연,전시/기념관,35.14677706,126.84048
국제도덕협회일관도역대조사관,전시/공연,전시/기념관,33.47179247,126.473849
국제도로교통박람회,전시/공연,전시/기념관,37.66893348,126.745803
국제리더스클럽,레저/체육/공원,대형레저시설,33.55153389,126.652477
국제모션컨트롤전시회,전시/공연,전시/기념관,37.66893348,126.745803
국제문화센터,전시/공연,영화/연극/공연,35.17137127,126.905597
국제문화센터,전시/공연,영화/연극/공연,37.53649429,126.733833
국제물류기기전시회,전시/공연,전시/기념관,37.66893348,126.745803
국제반도체대전,전시/공연,전시/기념관,37.66893348,126.745803
국제보조공학박람회,전시/공연,전시/기념관,37.66893348,126.745803
국제부품소재산업전,전시/공연,전시/기념관,37.66893348,126.745803
국제부품소재산업전,전시/공연,전시/기념관,37.66469545,126.742064
국제뷰티산업교역협회,전시/공연,전시/기념관,37.4807624,126.880679
국제성서박물관,전시/공연,전시/기념관,37.45945311,126.679119
국제수면건강박람회,전시/공연,전시/기념관,37.51182391,127.059159
국제안전보건전시회,전시/공연,전시/기념관,37.66893348,126.745803
국제연구실험기자재및첨단분석장비전시회,전시/공연,전시/기념관,37.66893348,126.745803
국제영어교육박람회,전시/공연,전시/기념관,37.66893348,126.745803
국제예술대학교아트센터,전시/공연,영화/연극/공연,37.51759648,127.031379
국제음향무대조명영상산업전,전시/공연,전시/기념관,37.66893348,126.745803
국제의료기기병원설비전시회,전시/공연,전시/기념관,37.51182391,127.059159
국제의약품전시회,전시/공연,전시/기념관,37.66893348,126.745803
국제인쇄산업전시회,전시/공연,전시/기념관,37.66893348,126.745803
국제임신출산유아교육박람회,전시/공연,전시/기념관,37.66893348,126.745803
국제자원순환산업전,전시/공연,전시/기념관,37.66893348,126.745803
국제전자실장산업전,전시/공연,전시/기념관,37.66893348,126.745803
국제콘서트홀,전시/공연,영화/연극/공연,37.5168447,127.030625
국제평화재단,전시/공연,전시/기념관,33.24438838,126.422022
국제포장기자재전,전시/공연,전시/기념관,37.66893348,126.745803
국제플라스틱고무산업전시회,전시/공연,전시/기념관,37.66893348,126.745803
국제현대미술관,전시/공연,전시/기념관,37.20840155,128.506905
국제화학장치산업전,전시/공연,전시/기념관,37.66893348,126.745803
국제환경산업기술그린에너지전,전시/공연,전시/기념관,37.51182391,127.059159
국제환경에너지산업전,전시/공연,전시/기념관,35.16906372,129.136018
국제DID엑스포,전시/공연,전시/기념관,37.66893348,126.745803
국제LED생산기자재전및국제광전자산업대전,전시/공연,전시/기념관,37.66893348,126.745803
국제LED엑스포,전시/공연,전시/기념관,37.66893348,126.745803
국제LEDEXPO,전시/공연,전시/기념관,37.66893348,126.745803
국제OLED엑스포,전시/공연,전시/기념관,37.66893348,126.745803
국조전,전시/공연,전시/기념관,36.00510823,128.415162
국토발전전시관,전시/공연,전시/기념관,37.56681018,126.970082
국토정중앙천문대,문화관광/명소,관광지,38.06893831,128.029677
국화도해수욕장,문화관광/명소,관광지,37.1079547,126.538721
국화소극장,전시/공연,영화/연극/공연,37.50478291,126.941357
국회의사당국회박물관,전시/공연,전시/기념관,37.53291197,126.916404
국회의사당둔치운동장,레저/체육/공원,대형체육시설,37.53291197,126.916404
군립청송야송미술관,전시/공연,전시/기념관,36.50585697,129.119201
군민생활체육공원축구장,레저/체육/공원,대형체육시설,35.33695308,126.432703
군봉배수지축구장,레저/체육/공원,대형체육시설,35.97519674,126.749652
군북면운동장,레저/체육/공원,대형체육시설,35.26492098,128.34899
군북얼음굴가든,문화관광/명소,관광지,35.21926393,128.361343
군북얼음굴휴양지,문화관광/명소,관광지,35.21764948,128.358818
군산3.1운동100주년기념관,전시/공연,전시/기념관,35.98693796,126.742259
군산국악원,전시/공연,영화/연극/공연,35.98586296,126.709219
군산근대건축관,전시/공연,전시/기념관,35.98944498,126.714164
군산근대미술관,전시/공연,전시/기념관,35.98994825,126.712775
군산근대역사박물관,전시/공연,전시/기념관,35.99081903,126.711952
군산대학교박물관,전시/공연,전시/기념관,35.95034571,126.680357
군산새만금컨벤션센터,전시/공연,전시/기념관,35.95006221,126.586186
군산새만금컨벤션센터전시관,전시/공연,전시/기념관,35.95006221,126.586186
군산시농수특산물전시관,전시/공연,전시/기념관,35.94320357,126.534706
군산시민문화회관,전시/공연,영화/연극/공연,35.96691074,126.694246
군산시민예술촌,전시/공연,영화/연극/공연,35.98480283,126.713559
군산어린이공연장,전시/공연,영화/연극/공연,35.96417343,126.69259
군산어린이교통공원생말공원축구장,레저/체육/공원,대형체육시설,35.96073656,126.584142
군산예술의전당,전시/공연,영화/연극/공연,35.96078207,126.707037
군산전통예술원,전시/공연,영화/연극/공연,35.95955085,126.706354
군산테디베어뮤지엄,전시/공연,전시/기념관,35.98549491,126.70941
군산퍼블릭CC,레저/체육/공원,대형레저시설,35.89445817,126.655154
군산향토민속박물관,전시/공연,전시/기념관,35.95886004,126.78283
군산CC,레저/체육/공원,대형레저시설,35.89445817,126.655154
군위문화원,전시/공연,영화/연극/공연,36.2320581,128.570863
군위삼국유사테마파크,문화관광/명소,관광지,36.16083282,128.701263
군위생활문화센터,전시/공연,영화/연극/공연,36.23393634,128.568852
군위오펠GC,레저/체육/공원,대형레저시설,36.1124975,128.67936
군자아트센터,전시/공연,영화/연극/공연,37.55588791,127.077779
군터널관광시설,문화관광/명소,관광지,37.65465248,125.685858
군포2동 주민커뮤니티센터,전시/공연,영화/연극/공연,37.34634696,126.94308
군포대야물말끔터,전시/공연,전시/기념관,37.32136505,126.899678
군포문화예술회관철쭉홀,전시/공연,영화/연극/공연,37.36577234,126.927483
군포복합문화센터(2023년6월예정),전시/공연,영화/연극/공연,37.34312765,126.926813
군포부곡물말끔터,전시/공연,전시/기념관,37.32572104,126.946222
군포시눈얼음썰매장,레저/체육/공원,대형레저시설,37.33876324,126.93648
군포시문화예술회관,전시/공연,영화/연극/공연,37.36577234,126.927483
군포시민체육광장,레저/체육/공원,대형체육시설,37.35403568,126.936815
군포시방짜유기전수교육관,문화관광/명소,관광지,37.31493454,126.915847
군포시청소년수련관,전시/공연,영화/연극/공연,37.35982376,126.934761
군포시평생학습원,전시/공연,영화/연극/공연,37.34634696,126.94308
군헌갯벌체험학습장,문화관광/명소,관광지,36.33718823,126.532563
굴업도해변,문화관광/명소,관광지,37.19197743,125.984014
굴지장항유원지,문화관광/명소,관광지,37.70780759,127.795037
굿데이뮤지엄,전시/공연,전시/기념관,35.2186471,128.597553
